mmsi,base_date_time,longitude,latitude,sog,cog,heading,vessel_name,imo,call_sign,vessel_type,status,length,width,draft,cargo,transceiver,mpa_name,mpa_type
368320160,2025-02-10 05:43:41,-120.8567,35.36956,0.0,23.0,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338173579,2025-02-10 05:44:34,-122.96808,38.00043,3.6,303.8,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
366999858,2025-02-10 05:46:44,-120.85866,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 05:48:48,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338173579,2025-02-10 05:46:03,-122.96877,38.00079,0.8,138.2,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
338143454,2025-02-10 05:41:15,-120.85696,35.36986,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 05:46:00,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 05:46:38,-117.89484,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
211503810,2025-02-10 05:39:03,-120.85617,35.3679,0.0,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 05:48:03,-120.85618,35.36791,0.1,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
477441800,2025-02-10 05:48:03,-119.5901,34.15051,17.4,284.7,284.0,CSCL BOHAI SEA,IMO9645889,VRNG8,71.0,0.0,335.0,48.0,13.4,71.0,A,Scorpion FMR,FMR
368167990,2025-02-10 05:49:39,-117.89485,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
338173579,2025-02-10 05:47:32,-122.96851,38.00075,0.6,254.5,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
366999858,2025-02-10 05:47:54,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 05:52:50,-117.89404,33.61987,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 05:49:04,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 05:51:19,-120.85846,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 05:50:37,-118.79107,33.99438,7.2,245.6,242.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMR,SMR
211503810,2025-02-10 05:51:07,-120.85621,35.36792,0.0,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 05:50:13,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 05:52:06,-117.8956,33.62235,0.0,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
338174439,2025-02-10 05:53:54,-117.89514,33.61941,0.0,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 05:51:23,-120.85865,35.37099,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 05:51:39,-118.79359,33.99347,7.3,251.4,245.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMR,SMR
366999859,2025-02-10 05:44:59,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 05:56:23,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 05:55:09,-117.89562,33.62234,0.0,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
338392591,2025-02-10 05:53:23,-117.89708,33.62132,0.0,158.8,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 05:53:07,-118.7972,33.99231,8.2,256.9,253.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMR,SMR
368320160,2025-02-10 05:52:41,-120.85718,35.37006,0.0,10.0,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 05:54:04,-120.85619,35.36794,0.0,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 05:44:23,-117.89707,33.62132,0.0,158.8,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338400762,2025-02-10 05:46:52,-117.89405,33.61987,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338143454,2025-02-10 05:46:52,-120.85694,35.36986,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 05:56:10,-120.85693,35.36984,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 05:58:29,-120.85847,35.37087,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 05:55:52,-117.89404,33.61986,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 05:49:58,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 05:57:03,-120.85623,35.36796,0.0,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 05:55:40,-120.85717,35.37007,0.0,333.9,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338173579,2025-02-10 05:57:33,-122.96855,38.00065,0.1,297.2,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
367743080,2025-02-10 05:59:37,-118.81351,33.99526,6.7,290.5,293.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMR,SMR
338143454,2025-02-10 05:58:55,-120.85695,35.36986,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 05:58:06,-117.89561,33.62236,0.0,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
368167990,2025-02-10 05:58:39,-117.89484,33.62189,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 05:59:39,-120.85847,35.37087,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 06:00:09,-120.85846,35.37087,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 06:00:04,-120.85626,35.36798,0.1,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 05:58:40,-120.85714,35.37009,0.0,318.0,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 05:59:13,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338173579,2025-02-10 06:00:32,-122.96854,38.00066,0.2,209.6,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
367743080,2025-02-10 00:59:39,-118.85936,34.02358,0.3,49.2,270.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
367743080,2025-02-10 06:01:37,-118.81821,33.99689,7.8,289.9,294.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMR,SMR
366999858,2025-02-10 06:00:04,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 06:01:06,-117.89561,33.62234,0.1,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 05:49:41,-120.8571,35.37011,0.0,46.3,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 06:01:50,-117.89404,33.61988,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 01:00:04,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 06:01:41,-120.85718,35.37007,0.0,308.6,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 06:02:49,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 06:02:44,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 05:52:29,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338173579,2025-02-10 06:03:33,-122.96856,38.00065,0.1,221.5,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
338174439,2025-02-10 06:02:54,-117.89513,33.61942,0.0,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 05:52:34,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367107830,2025-02-10 06:01:49,-120.85637,35.36987,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 06:04:37,-117.89484,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 06:05:19,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 05:57:07,-118.80745,33.99362,7.4,283.1,285.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMR,SMR
211503810,2025-02-10 01:00:03,-120.85602,35.36794,0.4,36.6,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 06:03:54,-120.85865,35.37099,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 06:05:15,-120.85694,35.36984,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 06:04:41,-120.85718,35.37006,0.0,321.8,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 06:06:29,-120.85847,35.37087,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 06:06:03,-120.85618,35.36807,0.1,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 06:03:07,-118.8218,33.99811,7.4,289.5,293.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
368167990,2025-02-10 05:55:38,-117.89484,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 06:05:34,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 05:58:04,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 06:05:23,-117.89708,33.62132,0.0,158.8,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338142675,2025-02-10 06:04:07,-117.89561,33.62235,0.0,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
338400762,2025-02-10 05:58:51,-117.89404,33.61989,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338142675,2025-02-10 06:07:07,-117.8956,33.62234,0.0,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
368167990,2025-02-10 06:07:39,-117.89485,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:07:09,-118.83143,34.00107,6.9,291.7,293.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338400762,2025-02-10 06:07:51,-117.89404,33.61986,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338392591,2025-02-10 05:56:24,-117.89708,33.62132,0.0,158.8,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338173579,2025-02-10 06:06:33,-122.96859,38.00065,0.1,225.2,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
366999858,2025-02-10 06:07:50,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 06:05:54,-117.89514,33.61941,0.0,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:08:37,-118.83501,34.00216,7.5,292.8,292.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
366999858,2025-02-10 06:09:01,-120.85865,35.37099,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 06:08:56,-117.89514,33.61942,0.0,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:11:11,-118.84117,34.00402,7.3,287.5,290.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
368320160,2025-02-10 06:07:40,-120.85716,35.37006,0.0,318.6,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
367107830,2025-02-10 06:10:48,-120.85637,35.36988,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 06:08:23,-117.89708,33.62132,0.0,158.8,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
338143454,2025-02-10 06:02:19,-120.85697,35.36986,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 06:01:13,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 06:10:22,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 06:10:56,-117.89403,33.61989,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 06:11:19,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 06:10:52,-120.85693,35.36983,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
368320160,2025-02-10 06:10:41,-120.85719,35.37008,0.0,297.1,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 06:11:23,-117.89707,33.62132,0.0,158.8,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:12:37,-118.84471,34.0051,8.4,290.0,291.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
367743080,2025-02-10 06:10:08,-118.83865,34.00325,7.9,288.8,292.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
366999859,2025-02-10 06:04:08,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 06:12:03,-120.8563,35.36801,0.1,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 06:04:50,-117.89404,33.61984,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:04:37,-118.82532,33.99921,7.3,288.3,290.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338143454,2025-02-10 06:14:17,-120.85695,35.36985,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 06:11:54,-117.89513,33.61942,0.0,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
338392591,2025-02-10 06:13:23,-117.89706,33.62135,0.0,96.9,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:05:38,-118.8278,33.99997,7.9,291.5,294.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
366999858,2025-02-10 06:12:50,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 06:15:09,-118.85072,34.00702,7.6,290.1,291.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338174439,2025-02-10 06:14:54,-117.8951,33.61942,0.0,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
338173579,2025-02-10 06:15:33,-122.96856,38.00065,0.2,176.2,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
211503810,2025-02-10 06:15:03,-120.85625,35.36805,0.0,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 06:16:07,-117.89561,33.62235,0.0,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 06:13:49,-120.85847,35.37087,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338142675,2025-02-10 06:13:06,-117.89561,33.62233,0.2,17.3,,NUEVO,,,37.0,,20.0,6.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 06:17:19,-120.85847,35.37087,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 06:16:37,-117.89485,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 06:13:41,-120.85715,35.37008,0.0,292.8,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 06:08:50,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 06:14:58,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 06:16:23,-117.89706,33.62134,0.0,96.9,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 06:16:40,-120.85714,35.37007,0.0,267.4,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
367107830,2025-02-10 06:16:49,-120.85639,35.36988,0.0,,,PAPAGALLO II,,WDC9874,60.0,,24.0,6.0,,,B,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 06:18:20,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 06:16:50,-117.89403,33.61984,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 06:15:12,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 06:17:55,-117.89512,33.6194,0.1,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:18:37,-118.85908,34.00978,7.0,294.2,294.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
366999859,2025-02-10 06:15:59,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
367743080,2025-02-10 06:17:07,-118.85548,34.00857,7.7,294.4,295.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338143454,2025-02-10 06:17:20,-120.85695,35.36984,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
338400762,2025-02-10 01:01:50,-117.89404,33.61985,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
211503810,2025-02-10 06:18:04,-120.85628,35.3681,0.0,,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
338392591,2025-02-10 06:19:23,-117.89706,33.62134,0.0,96.9,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
368320160,2025-02-10 06:19:41,-120.85716,35.37007,0.0,254.7,,SOUVENIR,,WDD7936,37.0,5.0,27.0,7.0,2.0,37.0,A,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 06:20:54,-117.89508,33.61941,0.0,348.5,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
366999858,2025-02-10 06:21:20,-120.85865,35.37097,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
366999858,2025-02-10 06:18:50,-120.85865,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
211503810,2025-02-10 01:03:04,-120.85605,35.3679,0.3,223.8,,RANTJE,,DD5612,36.0,,13.0,4.0,,,B,Morro Bay SMRMA,SMRMA
366999859,2025-02-10 06:20:48,-120.85846,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338143454,2025-02-10 06:23:09,-120.85693,35.36985,0.0,,,SWELL DISH,,,36.0,,12.0,3.0,,,B,Morro Bay SMRMA,SMRMA
338173579,2025-02-10 06:21:34,-122.96859,38.00065,0.1,213.1,,KAREN JEANNE,,,37.0,,14.0,6.0,,,B,Point Reyes SMR,SMR
367743080,2025-02-10 06:23:08,-118.86993,34.01346,8.3,291.1,291.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
338392591,2025-02-10 06:23:23,-117.89706,33.62134,0.0,178.9,,SAY ANYTHING,,,37.0,,10.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
367743080,2025-02-10 06:20:39,-118.86393,34.01141,7.9,293.3,292.0,PRODIGAL SON,,WDI8881,30.0,,21.0,7.0,,,B,Point Dume SMCA,SMCA
366999858,2025-02-10 06:20:12,-120.85866,35.37098,0.0,123.5,,CG47231,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
368167990,2025-02-10 06:19:38,-117.89486,33.62188,0.0,155.9,,IT'S ALL GOOD,,WDL8279,37.0,,14.0,5.0,,,B,Upper Newport Bay SMCA,SMCA
367737070,2025-02-10 01:05:05,-121.93631,36.70118,11.1,162.9,,ATLANTIS MONTEREY,,WDI8287,60.0,,33.0,8.0,,,B,Portuguese Ledge SMCA,SMCA
366999859,2025-02-10 01:04:48,-120.85847,35.37085,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
338174439,2025-02-10 01:05:55,-117.89513,33.61942,0.0,32.9,,ANN-ELYSE,,,37.0,,10.0,7.0,,,B,Upper Newport Bay SMCA,SMCA
338400762,2025-02-10 06:22:52,-117.89403,33.61987,0.0,351.7,,WILD HARE,,XXXXXXX,37.0,,12.0,4.0,,,B,Upper Newport Bay SMCA,SMCA
366999859,2025-02-10 06:21:58,-120.85847,35.37086,0.0,115.8,,CG47280,,,51.0,0.0,14.0,4.0,1.4,51.0,A,Morro Bay SMRMA,SMRMA
